City,State,station_count,total_ports,city_state
Van Nuys,CA,23,58,"Van Nuys, CA"
Malta,NY,23,81,"Malta, NY"
Bowling Green,KY,23,56,"Bowling Green, KY"
Bridgeport,CT,23,92,"Bridgeport, CT"
Edwards,CO,22,54,"Edwards, CO"
Edmond,OK,22,65,"Edmond, OK"
Middleborough,MA,22,43,"Middleborough, MA"
Hackensack,NJ,22,96,"Hackensack, NJ"
Brookline,MA,22,41,"Brookline, MA"
Clarksville,TN,22,64,"Clarksville, TN"
Kent,OH,22,64,"Kent, OH"
Richland,WA,22,75,"Richland, WA"
Lawrence,MA,22,71,"Lawrence, MA"
North Little Rock,AR,22,73,"North Little Rock, AR"
Bowie,MD,22,80,"Bowie, MD"
Tuscaloosa,AL,22,42,"Tuscaloosa, AL"
Brentwood,NY,22,74,"Brentwood, NY"
Garden City,NY,22,109,"Garden City, NY"
Branson,MO,22,61,"Branson, MO"
Novi,MI,22,62,"Novi, MI"
Valdosta,GA,22,77,"Valdosta, GA"
Cedar Park,TX,22,73,"Cedar Park, TX"
Portsmouth,NH,22,59,"Portsmouth, NH"
South Padre Island,TX,22,38,"South Padre Island, TX"
Vernon,CA,22,40,"Vernon, CA"
Bedford,MA,22,54,"Bedford, MA"
East Greenbush,NY,22,95,"East Greenbush, NY"
State College,PA,22,48,"State College, PA"
Cumming,GA,22,89,"Cumming, GA"
Bellflower,CA,22,55,"Bellflower, CA"
Oak Park,IL,22,44,"Oak Park, IL"
Indian Wells,CA,22,64,"Indian Wells, CA"
Mansfield,CT,22,42,"Mansfield, CT"
Highland,CA,22,62,"Highland, CA"
Walla Walla,WA,22,65,"Walla Walla, WA"
Dearborn,MI,22,63,"Dearborn, MI"
Lincoln,CA,22,48,"Lincoln, CA"
Queen Creek,AZ,21,68,"Queen Creek, AZ"
Pleasant Hill,CA,21,51,"Pleasant Hill, CA"
Ocean City,MD,21,71,"Ocean City, MD"
San Marcos,TX,21,61,"San Marcos, TX"
Eureka,CA,21,72,"Eureka, CA"
Eagan,MN,21,75,"Eagan, MN"
Homewood,IL,21,38,"Homewood, IL"
Grapevine,TX,21,75,"Grapevine, TX"
Salisbury,MD,21,94,"Salisbury, MD"
Indio,CA,21,81,"Indio, CA"
Braintree,MA,21,51,"Braintree, MA"
Key West,FL,21,53,"Key West, FL"
Arcadia,CA,21,49,"Arcadia, CA"
Scarborough,ME,21,56,"Scarborough, ME"
Klamath Falls,OR,21,62,"Klamath Falls, OR"
Encinitas,CA,21,68,"Encinitas, CA"
Stowe,VT,21,42,"Stowe, VT"
St Joseph,MO,21,41,"St Joseph, MO"
Bozeman,MT,21,57,"Bozeman, MT"
Norman,OK,21,51,"Norman, OK"
Mankato,MN,21,66,"Mankato, MN"
Conshohocken,PA,21,58,"Conshohocken, PA"
Turlock,CA,21,63,"Turlock, CA"
San Leandro,CA,21,79,"San Leandro, CA"
Rapid City,SD,21,35,"Rapid City, SD"
Gresham,OR,21,44,"Gresham, OR"
Bangor,ME,21,46,"Bangor, ME"
Easton,PA,21,60,"Easton, PA"
Hanover,MD,21,65,"Hanover, MD"
Calistoga,CA,21,44,"Calistoga, CA"
New Paltz,NY,21,79,"New Paltz, NY"
Leesburg,VA,21,67,"Leesburg, VA"
Greenwood Village,CO,21,61,"Greenwood Village, CO"
Greenwich,CT,21,65,"Greenwich, CT"
Princeton,NJ,21,59,"Princeton, NJ"
Eau Claire,WI,21,61,"Eau Claire, WI"
Hamden,CT,21,83,"Hamden, CT"
Elgin,IL,21,58,"Elgin, IL"
Auburn,AL,21,81,"Auburn, AL"
Castle Rock,CO,21,68,"Castle Rock, CO"
Stony Brook,NY,20,40,"Stony Brook, NY"
Covina,CA,20,76,"Covina, CA"
Glendora,CA,20,41,"Glendora, CA"
San Clemente,CA,20,116,"San Clemente, CA"
Ames,IA,20,49,"Ames, IA"
Lafayette,LA,20,43,"Lafayette, LA"
Largo,FL,20,38,"Largo, FL"
Rockford,IL,20,78,"Rockford, IL"
Cape Coral,FL,20,51,"Cape Coral, FL"
Plantation,FL,20,62,"Plantation, FL"
Winston-salem,NC,20,57,"Winston-salem, NC"
Logan,UT,20,51,"Logan, UT"
Rancho Mirage,CA,20,85,"Rancho Mirage, CA"
Wenatchee,WA,20,48,"Wenatchee, WA"
Surprise,AZ,20,50,"Surprise, AZ"
Missoula,MT,20,57,"Missoula, MT"
St Petersburg,FL,20,60,"St Petersburg, FL"
Appleton,WI,20,49,"Appleton, WI"
Ridgefield,WA,20,51,"Ridgefield, WA"
Franklin Township,NJ,20,36,"Franklin Township, NJ"
South Lake Tahoe,CA,20,85,"South Lake Tahoe, CA"
East Lansing,MI,20,28,"East Lansing, MI"
Los Gatos,CA,20,85,"Los Gatos, CA"
Pasco,WA,20,48,"Pasco, WA"
Chino Hills,CA,20,89,"Chino Hills, CA"
Spokane Valley,WA,20,72,"Spokane Valley, WA"
Clayton,MO,20,40,"Clayton, MO"
Hapeville,GA,20,48,"Hapeville, GA"
Hialeah,FL,20,71,"Hialeah, FL"
Nederland,CO,19,38,"Nederland, CO"
Dover,DE,19,64,"Dover, DE"
Naperville,IL,19,60,"Naperville, IL"
Reading,PA,19,87,"Reading, PA"
Hot Springs,AR,19,59,"Hot Springs, AR"
Sparks,NV,19,61,"Sparks, NV"
Fayetteville,NC,19,57,"Fayetteville, NC"
Coronado,CA,19,45,"Coronado, CA"
Galveston,TX,19,63,"Galveston, TX"
Pittsfield,MA,19,44,"Pittsfield, MA"
New Brunswick,NJ,19,56,"New Brunswick, NJ"
Revere,MA,19,56,"Revere, MA"
Cortland,NY,19,70,"Cortland, NY"
Foster City,CA,19,39,"Foster City, CA"
Boone,NC,19,54,"Boone, NC"
Long Island City,NY,19,135,"Long Island City, NY"
Cheyenne,WY,19,48,"Cheyenne, WY"
Watertown,NY,19,73,"Watertown, NY"
Hilton Head Island,SC,19,51,"Hilton Head Island, SC"
Pullman,WA,19,52,"Pullman, WA"
Oak Creek,WI,19,46,"Oak Creek, WI"
Warner Robins,GA,19,55,"Warner Robins, GA"
Sunrise,FL,19,51,"Sunrise, FL"
Harrisonburg,VA,19,60,"Harrisonburg, VA"
Westborough,MA,19,100,"Westborough, MA"
Milford,MA,19,57,"Milford, MA"
Cranston,RI,19,45,"Cranston, RI"
Portage,MI,19,59,"Portage, MI"
Yorba Linda,CA,19,62,"Yorba Linda, CA"
College Station,TX,19,59,"College Station, TX"
Morgan Hill,CA,19,54,"Morgan Hill, CA"
Erie,CO,19,40,"Erie, CO"
Roswell,GA,19,53,"Roswell, GA"
Williamstown,MA,19,41,"Williamstown, MA"
Estes Park,CO,19,44,"Estes Park, CO"
West Springfield,MA,19,37,"West Springfield, MA"
Compton,CA,19,37,"Compton, CA"
Bloomington,IL,19,34,"Bloomington, IL"
Lake City,FL,18,60,"Lake City, FL"
Mattoon,IL,18,34,"Mattoon, IL"
East Brunswick,NJ,18,78,"East Brunswick, NJ"
Eden Prairie,MN,18,54,"Eden Prairie, MN"
Ferndale,MI,18,23,"Ferndale, MI"
Hawthorne,CA,18,71,"Hawthorne, CA"
Jackson,WY,18,53,"Jackson, WY"
Kennebunk,ME,18,40,"Kennebunk, ME"
Wallingford,CT,18,39,"Wallingford, CT"
Troutdale,OR,18,30,"Troutdale, OR"
Florence,SC,18,71,"Florence, SC"
Greer,SC,18,36,"Greer, SC"
Midlothian,VA,18,35,"Midlothian, VA"
Hamilton Township,NJ,18,57,"Hamilton Township, NJ"
Middlebury,VT,18,42,"Middlebury, VT"
Easthampton,MA,18,36,"Easthampton, MA"
Edmonds,WA,18,24,"Edmonds, WA"
Davenport,IA,18,46,"Davenport, IA"
Nantucket,MA,18,37,"Nantucket, MA"
Elizabeth,NJ,18,68,"Elizabeth, NJ"
Eagle,CO,18,44,"Eagle, CO"
Tyler,TX,18,52,"Tyler, TX"
Downers Grove,IL,18,57,"Downers Grove, IL"
Horsham,PA,18,39,"Horsham, PA"
Hood River,OR,18,60,"Hood River, OR"
St. Peters,MO,18,27,"St. Peters, MO"
Liberty Lake,WA,18,54,"Liberty Lake, WA"
Commerce City,CO,18,62,"Commerce City, CO"
Duluth,MN,18,53,"Duluth, MN"
Wheat Ridge,CO,18,32,"Wheat Ridge, CO"
La Crosse,WI,18,39,"La Crosse, WI"
Brunswick,ME,18,58,"Brunswick, ME"
Gainesville,GA,18,48,"Gainesville, GA"
Fallbrook,CA,18,39,"Fallbrook, CA"
Lutz,FL,18,46,"Lutz, FL"
Buena Park,CA,18,108,"Buena Park, CA"
Monrovia,CA,18,45,"Monrovia, CA"
New Bedford,MA,18,52,"New Bedford, MA"
Coconut Creek,FL,18,38,"Coconut Creek, FL"
Ft. Lauderdale,FL,18,89,"Ft. Lauderdale, FL"
Frisco,CO,18,55,"Frisco, CO"
Shawnee,KS,18,37,"Shawnee, KS"
Concord,MA,18,37,"Concord, MA"
Ellicott City,MD,18,58,"Ellicott City, MD"
East Syracuse,NY,18,90,"East Syracuse, NY"
Chantilly,VA,18,59,"Chantilly, VA"
Arlington,WA,18,56,"Arlington, WA"
Ocala,FL,18,93,"Ocala, FL"
Auburn Hills,MI,18,73,"Auburn Hills, MI"
American Canyon,CA,18,32,"American Canyon, CA"
Auburn,ME,18,32,"Auburn, ME"
Annapolis Junction,MD,18,34,"Annapolis Junction, MD"
San Bruno,CA,18,101,"San Bruno, CA"
Athens,OH,18,30,"Athens, OH"
Barstow,CA,18,287,"Barstow, CA"
Pittsburg,CA,18,44,"Pittsburg, CA"
Blue Springs,MO,18,44,"Blue Springs, MO"
Saginaw,MI,18,38,"Saginaw, MI"
Oswego,NY,18,53,"Oswego, NY"
Williamsville,NY,18,89,"Williamsville, NY"
Okeechobee,FL,18,54,"Okeechobee, FL"
Groton,CT,17,36,"Groton, CT"
Livonia,MI,17,70,"Livonia, MI"
New Bern,NC,17,55,"New Bern, NC"
Westerville,OH,17,36,"Westerville, OH"
Aurora,IL,17,68,"Aurora, IL"
Smyrna,TN,17,70,"Smyrna, TN"
Westminster,CA,17,74,"Westminster, CA"
Wayland,MA,17,33,"Wayland, MA"
Litchfield,CT,17,23,"Litchfield, CT"
Mcdonough,GA,17,65,"Mcdonough, GA"
Aliso Viejo,CA,17,38,"Aliso Viejo, CA"
Spartanburg,SC,17,46,"Spartanburg, SC"
Juneau,AK,17,29,"Juneau, AK"
Greeley,CO,17,46,"Greeley, CO"
Vestal,NY,17,51,"Vestal, NY"
Battle Creek,MI,17,44,"Battle Creek, MI"
Auburn,WA,17,61,"Auburn, WA"
Tifton,GA,17,60,"Tifton, GA"
Germantown,MD,17,37,"Germantown, MD"
Fountain Valley,CA,17,64,"Fountain Valley, CA"
Leavenworth,WA,17,58,"Leavenworth, WA"
Vienna,VA,17,55,"Vienna, VA"
Glen Allen,VA,17,77,"Glen Allen, VA"
Carbondale,CO,17,36,"Carbondale, CO"
Altoona,IA,17,41,"Altoona, IA"
North Hollywood,CA,17,33,"North Hollywood, CA"
Hilo,HI,17,37,"Hilo, HI"
New Hartford,NY,17,94,"New Hartford, NY"
Opelika,AL,17,29,"Opelika, AL"
New Rochelle,NY,17,101,"New Rochelle, NY"
Hoffman Estates,IL,17,33,"Hoffman Estates, IL"
Springfield,VA,17,82,"Springfield, VA"
Newport,RI,17,36,"Newport, RI"
Winchester,VA,17,47,"Winchester, VA"
Chesterfield,MO,17,49,"Chesterfield, MO"
Agawam,MA,17,40,"Agawam, MA"
Burlington,NJ,17,36,"Burlington, NJ"
Wilsonville,OR,17,40,"Wilsonville, OR"
Hollister,CA,17,71,"Hollister, CA"
Hyannis,MA,17,66,"Hyannis, MA"
Peoria,IL,17,42,"Peoria, IL"
Glen Burnie,MD,16,64,"Glen Burnie, MD"
Pooler,GA,16,78,"Pooler, GA"
Hamilton,OH,16,39,"Hamilton, OH"
Lake Mary,FL,16,53,"Lake Mary, FL"
Port St. Lucie,FL,16,75,"Port St. Lucie, FL"
Johnson City,TN,16,37,"Johnson City, TN"
Deerfield Beach,FL,16,45,"Deerfield Beach, FL"
Barrington,IL,16,30,"Barrington, IL"
Glenville,NY,16,59,"Glenville, NY"
Decatur,GA,16,73,"Decatur, GA"
Vero Beach,FL,16,59,"Vero Beach, FL"
Westfield,MA,16,35,"Westfield, MA"
Piscataway,NJ,16,52,"Piscataway, NJ"
Port Angeles,WA,16,31,"Port Angeles, WA"
Conroe,TX,16,36,"Conroe, TX"
San Dimas,CA,16,44,"San Dimas, CA"
Canton,OH,16,35,"Canton, OH"
West Chester,PA,16,35,"West Chester, PA"
La Mirada,CA,16,33,"La Mirada, CA"
Saranac Lake,NY,16,47,"Saranac Lake, NY"
Needham,MA,16,32,"Needham, MA"
San Anselmo,CA,16,35,"San Anselmo, CA"
Carrollton,TX,16,43,"Carrollton, TX"
Salem,NH,16,40,"Salem, NH"
Amherst,NY,16,54,"Amherst, NY"
Cherry Hill,NJ,16,46,"Cherry Hill, NJ"
Bonita Springs,FL,16,42,"Bonita Springs, FL"
Norwalk,CA,16,61,"Norwalk, CA"
Plymouth,MN,16,39,"Plymouth, MN"
Agoura Hills,CA,16,106,"Agoura Hills, CA"
Huntersville,NC,16,39,"Huntersville, NC"
Arcata,CA,16,40,"Arcata, CA"
Victor,NY,16,78,"Victor, NY"
Highlands Ranch,CO,16,60,"Highlands Ranch, CO"
Marina Del Rey,CA,16,147,"Marina Del Rey, CA"
Brunswick,GA,16,120,"Brunswick, GA"
St. George,UT,16,57,"St. George, UT"
Pacific Grove,CA,16,41,"Pacific Grove, CA"
Stuart,FL,16,72,"Stuart, FL"
Brattleboro,VT,16,64,"Brattleboro, VT"
Sunny Isles Beach,FL,16,59,"Sunny Isles Beach, FL"
Manassas,VA,16,43,"Manassas, VA"
Brea,CA,16,113,"Brea, CA"
Mechanicsburg,PA,16,54,"Mechanicsburg, PA"
Apex,NC,16,51,"Apex, NC"
Mishawaka,IN,16,44,"Mishawaka, IN"
Titusville,FL,16,56,"Titusville, FL"
Dekalb,IL,16,33,"Dekalb, IL"
Calhoun,GA,15,26,"Calhoun, GA"
Villanova,PA,15,29,"Villanova, PA"
Austin,MN,15,39,"Austin, MN"
Auburn,NY,15,47,"Auburn, NY"
Auburn,MA,15,55,"Auburn, MA"
North Kansas City,MO,15,34,"North Kansas City, MO"
Weymouth,MA,15,30,"Weymouth, MA"
Attleboro,MA,15,43,"Attleboro, MA"
North Miami Beach,FL,15,57,"North Miami Beach, FL"
Dubuque,IA,15,45,"Dubuque, IA"
Sugar Land,TX,15,66,"Sugar Land, TX"
Idaho Falls,ID,15,42,"Idaho Falls, ID"
Shakopee,MN,15,42,"Shakopee, MN"
Billings,MT,15,48,"Billings, MT"
Woodinville,WA,15,46,"Woodinville, WA"
Rock Hill,SC,15,57,"Rock Hill, SC"
Pontiac,MI,15,35,"Pontiac, MI"
Egg Harbor Township,NJ,15,45,"Egg Harbor Township, NJ"
Mission,KS,15,36,"Mission, KS"
Arlington,MA,15,29,"Arlington, MA"
Antioch,CA,15,59,"Antioch, CA"
Haverhill,MA,15,29,"Haverhill, MA"
Wexford,PA,15,26,"Wexford, PA"
Decatur,IL,15,28,"Decatur, IL"
Janesville,WI,15,46,"Janesville, WI"
Kearney,NE,15,33,"Kearney, NE"
Wilson,NC,15,55,"Wilson, NC"
Roselle,IL,15,46,"Roselle, IL"
Quakertown,PA,15,49,"Quakertown, PA"
San Carlos,CA,15,50,"San Carlos, CA"
Parker,CO,15,40,"Parker, CO"
Nampa,ID,15,27,"Nampa, ID"
Tillamook,OR,15,42,"Tillamook, OR"
Amesbury,MA,15,45,"Amesbury, MA"
Yorkville,NY,15,27,"Yorkville, NY"
Rangeley,ME,15,19,"Rangeley, ME"
West Orange,NJ,15,44,"West Orange, NJ"
Carmel-by-the-sea,CA,15,35,"Carmel-by-the-sea, CA"
Rutland,VT,15,36,"Rutland, VT"
Mcminnville,OR,15,29,"Mcminnville, OR"
Oakley,CA,15,27,"Oakley, CA"
West Lafayette,IN,15,43,"West Lafayette, IN"
Topeka,KS,15,44,"Topeka, KS"
Simi Valley,CA,15,96,"Simi Valley, CA"
Red Hook,NY,15,30,"Red Hook, NY"
Windsor,CA,15,42,"Windsor, CA"
West Hartford,CT,15,44,"West Hartford, CT"
Farmington Hills,MI,15,61,"Farmington Hills, MI"
Yuma,AZ,15,69,"Yuma, AZ"
South Bend,IN,15,42,"South Bend, IN"
Redondo Beach,CA,15,40,"Redondo Beach, CA"
Oneonta,NY,15,46,"Oneonta, NY"
West Covina,CA,15,148,"West Covina, CA"
Central Islip,NY,15,28,"Central Islip, NY"
Washington Township,NJ,15,28,"Washington Township, NJ"
Panama City,FL,15,32,"Panama City, FL"
Tewksbury,MA,15,50,"Tewksbury, MA"
Lakewood,OH,15,26,"Lakewood, OH"
Methuen,MA,15,38,"Methuen, MA"
Seal Beach,CA,15,33,"Seal Beach, CA"
Merritt Island,FL,15,30,"Merritt Island, FL"
Valencia,CA,15,79,"Valencia, CA"
Plant City,FL,15,36,"Plant City, FL"
Tehachapi,CA,15,59,"Tehachapi, CA"
Shrewsbury,MA,15,48,"Shrewsbury, MA"
Lakeside,CA,15,50,"Lakeside, CA"
Berwyn,PA,15,37,"Berwyn, PA"
Grandville,MI,15,34,"Grandville, MI"
Conway,AR,15,59,"Conway, AR"
Warren,MI,15,48,"Warren, MI"
Salina,KS,14,33,"Salina, KS"
Roseville,MN,14,36,"Roseville, MN"
Peoria,AZ,14,35,"Peoria, AZ"
Daly City,CA,14,92,"Daly City, CA"
Saint Joseph,MO,14,28,"Saint Joseph, MO"
Lynnwood,WA,14,55,"Lynnwood, WA"
Cedar City,UT,14,67,"Cedar City, UT"
Cheektowaga,NY,14,68,"Cheektowaga, NY"
Manchester,CT,14,62,"Manchester, CT"
Shoreline,WA,14,137,"Shoreline, WA"
Perris,CA,14,46,"Perris, CA"
St. Paul,MN,14,44,"St. Paul, MN"
Malvern,PA,14,39,"Malvern, PA"
West Des Moines,IA,14,37,"West Des Moines, IA"
Hyattsville,MD,14,40,"Hyattsville, MD"
Plainsboro Township,NJ,14,51,"Plainsboro Township, NJ"
Biddeford,ME,14,29,"Biddeford, ME"
Sierra Vista,AZ,14,32,"Sierra Vista, AZ"
Lahaina,HI,14,37,"Lahaina, HI"
Waldorf,MD,14,37,"Waldorf, MD"
Washougal,WA,14,23,"Washougal, WA"
Bar Harbor,ME,14,41,"Bar Harbor, ME"
Springdale,AR,14,38,"Springdale, AR"
Berkeley Heights,NJ,14,30,"Berkeley Heights, NJ"
Oak Brook,IL,14,49,"Oak Brook, IL"
Sherman Oaks,CA,14,72,"Sherman Oaks, CA"
Lawrence,KS,14,27,"Lawrence, KS"
Canton,MA,14,54,"Canton, MA"
Columbia,MO,14,55,"Columbia, MO"
Atascadero,CA,14,62,"Atascadero, CA"
Lebanon,NH,14,37,"Lebanon, NH"
Batavia,NY,14,81,"Batavia, NY"
Coralville,IA,14,28,"Coralville, IA"
Waipahu,HI,14,25,"Waipahu, HI"
Libertyville,IL,14,34,"Libertyville, IL"
Jamestown,NY,14,28,"Jamestown, NY"
Lihue,HI,14,50,"Lihue, HI"
Richmond,KY,14,41,"Richmond, KY"
Amsterdam,NY,14,70,"Amsterdam, NY"
Elmont,NY,14,28,"Elmont, NY"
Heath,OH,14,30,"Heath, OH"
Tupelo,MS,14,30,"Tupelo, MS"
Anderson,SC,14,37,"Anderson, SC"
Goshen,NY,14,39,"Goshen, NY"
Frankfort,KY,14,30,"Frankfort, KY"
East Longmeadow,MA,14,21,"East Longmeadow, MA"
Union,NJ,14,37,"Union, NJ"
Gardena,CA,14,57,"Gardena, CA"
Fishers,IN,14,35,"Fishers, IN"
Grants Pass,OR,14,49,"Grants Pass, OR"
Gladstone,MO,14,28,"Gladstone, MO"
Elkridge,MD,14,51,"Elkridge, MD"
Newnan,GA,14,36,"Newnan, GA"
Rifle,CO,14,36,"Rifle, CO"
Riverview,FL,14,61,"Riverview, FL"
Acworth,GA,14,37,"Acworth, GA"
Hallandale Beach,FL,14,38,"Hallandale Beach, FL"
Seatac,WA,14,25,"Seatac, WA"
Trenton,NJ,14,35,"Trenton, NJ"
Morristown,NJ,14,55,"Morristown, NJ"
Grove City,OH,14,35,"Grove City, OH"
Flushing,NY,14,57,"Flushing, NY"
East Providence,RI,14,31,"East Providence, RI"
Nashua,NH,13,35,"Nashua, NH"
Grand Island,NY,13,56,"Grand Island, NY"
Euless,TX,13,55,"Euless, TX"
Cookeville,TN,13,38,"Cookeville, TN"
Metairie,LA,13,48,"Metairie, LA"
North Bethesda,MD,13,61,"North Bethesda, MD"
Grass Valley,CA,13,34,"Grass Valley, CA"
Lake Worth,FL,13,45,"Lake Worth, FL"
Winter Garden,FL,13,45,"Winter Garden, FL"
Lake Elsinore,CA,13,64,"Lake Elsinore, CA"
Elizabethtown,KY,13,55,"Elizabethtown, KY"
Laguna Niguel,CA,13,30,"Laguna Niguel, CA"
Signal Hill,CA,13,48,"Signal Hill, CA"
Peachtree City,GA,13,49,"Peachtree City, GA"
St Louis,MO,13,32,"St Louis, MO"
La Mesa,CA,13,43,"La Mesa, CA"
Pembroke Pines,FL,13,57,"Pembroke Pines, FL"
Riverside,MO,13,26,"Riverside, MO"
Kyle,TX,13,36,"Kyle, TX"
Kihei,HI,13,26,"Kihei, HI"
Colton,CA,13,86,"Colton, CA"
Dothan,AL,13,36,"Dothan, AL"
Carlisle,PA,13,38,"Carlisle, PA"
Lynchburg,VA,13,32,"Lynchburg, VA"
Cheshire,CT,13,40,"Cheshire, CT"
Bolingbrook,IL,13,69,"Bolingbrook, IL"
Franklin,MA,13,57,"Franklin, MA"
Newport,OR,13,37,"Newport, OR"
Marshall,MI,13,35,"Marshall, MI"
Madras,OR,13,39,"Madras, OR"
Chatsworth,CA,13,26,"Chatsworth, CA"
Saint Petersburg,FL,13,23,"Saint Petersburg, FL"
Olean,NY,13,74,"Olean, NY"
Bellefonte,PA,13,35,"Bellefonte, PA"
Smyrna,GA,13,40,"Smyrna, GA"
Wesley Chapel,FL,13,58,"Wesley Chapel, FL"
Manhattan,NY,13,41,"Manhattan, NY"
Salida,CO,13,36,"Salida, CO"
Chamblee,GA,13,46,"Chamblee, GA"
Redmond,OR,13,38,"Redmond, OR"
Cathedral City,CA,13,57,"Cathedral City, CA"
Gig Harbor,WA,13,33,"Gig Harbor, WA"
Orchard Park,NY,13,28,"Orchard Park, NY"
Geneva,NY,13,41,"Geneva, NY"
Hadley,MA,13,38,"Hadley, MA"
Carmichael,CA,13,49,"Carmichael, CA"
Bay City,MI,13,37,"Bay City, MI"
Silverthorne,CO,13,38,"Silverthorne, CO"
Toms River,NJ,13,42,"Toms River, NJ"
Lima,OH,13,33,"Lima, OH"
Silverton,OR,13,15,"Silverton, OR"
Red Bank,NJ,13,22,"Red Bank, NJ"
Blythe,CA,13,43,"Blythe, CA"
Niskayuna,NY,13,115,"Niskayuna, NY"
Carterville,IL,13,28,"Carterville, IL"
Livingston,NJ,13,38,"Livingston, NJ"
Simsbury,CT,13,32,"Simsbury, CT"
Farmington,NY,13,64,"Farmington, NY"
Palm Coast,FL,13,41,"Palm Coast, FL"
Muskegon,MI,13,31,"Muskegon, MI"
Des Plaines,IL,13,121,"Des Plaines, IL"
Destin,FL,13,46,"Destin, FL"
Anacortes,WA,13,29,"Anacortes, WA"
Bryan,TX,13,44,"Bryan, TX"
Anchorage,AK,13,33,"Anchorage, AK"
Ashland,VA,13,41,"Ashland, VA"
Henrico,VA,13,31,"Henrico, VA"
Rocky Mount,NC,13,47,"Rocky Mount, NC"
Weston,FL,13,27,"Weston, FL"
Romeoville,IL,13,28,"Romeoville, IL"
North Miami,FL,13,40,"North Miami, FL"
Jackson,MS,13,61,"Jackson, MS"
Hermiston,OR,13,22,"Hermiston, OR"
Pinehurst,NC,13,28,"Pinehurst, NC"
Minnetonka,MN,13,33,"Minnetonka, MN"
East Peoria,IL,13,42,"East Peoria, IL"
Woodbridge Township,NJ,13,24,"Woodbridge Township, NJ"
Morgantown,WV,13,32,"Morgantown, WV"
Wooster,OH,13,27,"Wooster, OH"
Asheboro,NC,13,24,"Asheboro, NC"
Hattiesburg,MS,13,42,"Hattiesburg, MS"
Milton,MA,13,22,"Milton, MA"
Valparaiso,IN,13,39,"Valparaiso, IN"
Walpole,MA,13,32,"Walpole, MA"
Humble,TX,13,67,"Humble, TX"
Dana Point,CA,13,26,"Dana Point, CA"
Pittsford,NY,13,50,"Pittsford, NY"
Chino,CA,12,36,"Chino, CA"
Geneseo,NY,12,30,"Geneseo, NY"
Palm Bay,FL,12,37,"Palm Bay, FL"
West New York,NJ,12,23,"West New York, NJ"
Westford,MA,12,65,"Westford, MA"
Gardner,MA,12,21,"Gardner, MA"
Leesburg,FL,12,23,"Leesburg, FL"
Albany,OR,12,22,"Albany, OR"
Lompoc,CA,12,59,"Lompoc, CA"
Lee,MA,12,46,"Lee, MA"
Mojave,CA,12,73,"Mojave, CA"
Sun Prairie,WI,12,26,"Sun Prairie, WI"
South Pasadena,CA,12,33,"South Pasadena, CA"
Youngstown,OH,12,28,"Youngstown, OH"
Waterford Township,MI,12,26,"Waterford Township, MI"
Bel Air,MD,12,67,"Bel Air, MD"
Ridgeland,MS,12,24,"Ridgeland, MS"
Oviedo,FL,12,38,"Oviedo, FL"
Layton,UT,12,28,"Layton, UT"
Airway Heights,WA,12,31,"Airway Heights, WA"
Cicero,NY,12,22,"Cicero, NY"
Statesville,NC,12,39,"Statesville, NC"
New City,NY,12,41,"New City, NY"
Wake Forest,NC,12,40,"Wake Forest, NC"
Federal Way,WA,12,48,"Federal Way, WA"
Wichita Falls,TX,12,17,"Wichita Falls, TX"
Moorpark,CA,12,30,"Moorpark, CA"
Oxford,OH,12,26,"Oxford, OH"
South Jordan,UT,12,38,"South Jordan, UT"
Galena,IL,12,26,"Galena, IL"
Red Bluff,CA,12,35,"Red Bluff, CA"
Hercules,CA,12,35,"Hercules, CA"
Southlake,TX,12,42,"Southlake, TX"
Falmouth,MA,12,22,"Falmouth, MA"
Beacon,NY,12,37,"Beacon, NY"
Miramar,FL,12,43,"Miramar, FL"
Paramount,CA,12,22,"Paramount, CA"
Maple Grove,MN,12,56,"Maple Grove, MN"
Oakhurst,CA,12,37,"Oakhurst, CA"
Fredericksburg,TX,12,44,"Fredericksburg, TX"
Lewiston,ME,12,24,"Lewiston, ME"
Farmers Branch,TX,12,25,"Farmers Branch, TX"
Independence,MO,12,44,"Independence, MO"
Ashwaubenon,WI,12,16,"Ashwaubenon, WI"
Saint Louis,MO,12,33,"Saint Louis, MO"
Cocoa,FL,12,40,"Cocoa, FL"
Southampton,NY,12,50,"Southampton, NY"
Scituate,MA,12,22,"Scituate, MA"
Boerne,TX,12,24,"Boerne, TX"
Burlington,WA,12,55,"Burlington, WA"
Nottingham,MD,12,31,"Nottingham, MD"
Osawatomie,KS,12,24,"Osawatomie, KS"
Troy,OH,12,38,"Troy, OH"
Holly Springs,NC,12,23,"Holly Springs, NC"
Greensburg,IN,12,17,"Greensburg, IN"
Fort Walton Beach,FL,12,31,"Fort Walton Beach, FL"
Mount Pleasant,WI,12,23,"Mount Pleasant, WI"
Laguna Beach,CA,12,34,"Laguna Beach, CA"
Stafford Township,NJ,12,28,"Stafford Township, NJ"
Temple,TX,12,73,"Temple, TX"
San Fernando,CA,12,57,"San Fernando, CA"
Hamburg,NY,12,61,"Hamburg, NY"
Kokomo,IN,12,30,"Kokomo, IN"
Taos,NM,12,29,"Taos, NM"
Huntington Station,NY,12,30,"Huntington Station, NY"
Doylestown,PA,12,25,"Doylestown, PA"
Tarrytown,NY,12,79,"Tarrytown, NY"
Prescott,AZ,12,40,"Prescott, AZ"
Stoughton,MA,12,37,"Stoughton, MA"
